failure_class,area,shape,mode,detail,signatures,rows,example_signature,example_seed,example_profile,example_replay_path
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<em> => <a>,1,1,9393fe838a37,2228889,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2228889/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<br> => <i>,1,1,967f8f10ef15,1738382,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1738382/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<b> => <i>,1,1,969331ed11db,5547400,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5547400/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<xmp> => <em>,1,1,97a48c2d7c9e,7278078,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7278078/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<svg svg> => <i>,1,1,984cca564082,1431757,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1431757/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<svg svg> => <small>,1,1,9961f03fa21c,463635,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-463635/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,other-line-shape,fragment-body,<custom-element> => ,1,1,9abb2179d871,6554855,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6554855/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<mark> => <strong>,1,1,9db3a8a7d5ab,3607705,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3607705/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<select> => <i>,1,1,9e2d52f85fc8,5138188,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5138188/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<option> => <b>,1,1,9e520f1d98cc,164973,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-164973/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<custom-element> => <th>,1,1,9f74d2fb353e,7723872,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7723872/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<svg svg> => <u>,1,1,a0c5c083a38c,4185118,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4185118/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<input> => <strong>,1,1,a2b2c1164199,7460694,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7460694/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<option> => <font>,1,1,a7257c282e4c,3723012,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3723012/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<i> => <a>,1,1,a8ddd37fc33c,5329000,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5329000/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<select> => <strong>,1,1,a930f8a39a03,7356706,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7356706/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<option> => <em>,1,1,ab15fce19bbe,4656866,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4656866/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<input> => <small>,1,1,ab42b4c00a02,7611826,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7611826/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<mark> => <em>,1,1,af548155ff04,4494101,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-4494101/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<wbr> => <small>,1,1,b0e0964d2887,2165849,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2165849/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<mark> => <code>,1,1,b5941570af3b,5223208,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-5223208/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<img> => <font>,1,1,b762ab09584b,4687907,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-4687907/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,full-document,<xmp> => <xmp>,1,1,b775e9e82b21,5185299,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5185299/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<option> => <small>,1,1,b77e74dec1a8,6245944,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6245944/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<custom-element> => <template>,1,1,ba026259fefd,2234564,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2234564/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<img> => <strong>,1,1,bb1e856436d4,281382,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-281382/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,fragment-body,<keygen> => <keygen>,1,1,bb26b2aa9729,7780259,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-7780259/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<select> => <code>,1,1,c3ebfd79cd91,4399335,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4399335/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<span> => <a>,1,1,c79a9619a64d,4313085,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4313085/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<img> => <form>,1,1,c9d9b0ddb86f,1891072,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1891072/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<option> => <a>,1,1,ce70bc34a2ee,6171553,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6171553/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,wordpress-scalar-dom-element,full-document,"""<value>"" => <u>",1,1,d045d7813352,4736393,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4736393/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<svg svg> => <em>,1,1,d137c0403d11,7867267,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7867267/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<embed> => <form>,1,1,d1e945c9be57,505289,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-505289/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<custom-element> => <area>,1,1,d37c1ecdbde9,7215106,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7215106/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<custom-element> => <strong>,1,1,d5ba9cbf1cb5,792948,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-792948/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<br> => <s>,1,1,d5d72881bc87,865167,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-865167/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<template> => <form>,1,1,d88bc9249117,1063298,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-1063298/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<select> => <i>,1,1,dbabc0251e5a,53856,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-53856/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<mark> => <small>,1,1,de991a9918a3,8007556,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-8007556/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<option> => <font>,1,1,e04fe3fdafc9,827527,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-827527/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<svg svg> => <em>,1,1,e3690da81857,7725823,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-7725823/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<option> => <i>,1,1,e4eda75fb619,7412201,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7412201/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<custom-element> => <i>,1,1,e6d5826c41c3,6452703,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-6452703/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<br> => <strong>,1,1,e743cc561121,7941342,incomplete-malformed,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-7941342/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<i> => <strong>,1,1,e9b905d62e9e,3421609,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-3421609/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <nobr>",1,1,ea1bec1d9ba6,3302268,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3302268/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<custom-element> => <input>,1,1,ec8f31a7d1af,7930580,full-document,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7930580/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<custom-element> => <track>,1,1,f1f9dbbbf142,306309,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-306309/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,same-rendered-node-different-path-or-order,fragment-body,<h4> => <h4>,1,1,f28914339f84,6498354,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6498354/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<custom-element> => <form>,1,1,f549ba971d38,5741199,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5741199/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<small> => <strong>,1,1,f5a8292f9700,6000737,deep-nesting,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-6000737/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<a> => <big>,1,1,f5cfdb004a46,7883121,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7883121/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<label> => <em>,1,1,faf0c5f4d619,4251783,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4251783/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,fragment-body,<b> => <s>,1,1,fdcba8b0a8a2,425201,resource-stress,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-425201/primary/replay.json
tree-mismatch,SVG / foreign content tree construction,different-element-lines,full-document,<svg svg> => <code>,1,1,fdfd53e2f02f,3940910,balanced,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-3940910/primary/replay.json
tree-mismatch,comment token placement,same-rendered-node-different-path-or-order,full-document,<!-- <comment> --> => <!-- <comment> -->,8,11,20f3b4f48cb8,3767292,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-3767292/primary/replay.json
tree-mismatch,comment token placement,same-rendered-node-different-path-or-order,fragment-body,<!-- <comment> --> => <!-- <comment> -->,5,12,3f412f8e04f0,116546,body-fragment,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-116546/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE html>,3,94,eca26cdd65d5,366221,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-366221/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,"<!-- <comment> --> => ""<value>""",3,25,84b0b1cb5650,1965591,rawtext-rcdata,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-1965591/primary/replay.json
tree-mismatch,comment token placement,wordpress-scalar-dom-element,full-document,<!-- <comment> --> => <html>,1,3,d1732e34d748,570946,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-570946/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE htctype>,1,2,41e861b5fe61,6265394,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-6265394/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE h>,1,2,a68bfce30443,5107254,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-5107254/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE htmtml>,1,2,ac3380cd3619,2115116,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-2115116/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE ht>,1,2,add6cfa7a3fd,3817586,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3817586/primary/replay.json
tree-mismatch,comment token placement,other-line-shape,full-document, => <!-- <comment> -->,1,2,ca460dd8bced,3531061,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3531061/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE htm>,1,2,e975052b2390,2292623,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-2292623/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE &tml>,1,1,0e0d2d50c356,3175388,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-3175388/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE !html>,1,1,1c958ce1f57d,2141579,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2141579/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE e>,1,1,2f9693d15e9e,2420587,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2420587/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,"<!-- <comment> --> => <!DOCTYPE ht\""ml>",1,1,422c393bc71c,266070,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-266070/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,"<!-- <comment> --> => <!DOCTYPE html ""<value>"" ""<value>"">",1,1,4979bee1cf19,7141191,select,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-7141191/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE htmype>,1,1,4f06dcd28e4f,3279596,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-3279596/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE html`>,1,1,5182923dd25e,6704581,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-6704581/primary/replay.json
tree-mismatch,comment token placement,wordpress-scalar-dom-element,fragment-body,<!-- <comment> --> => <form>,1,1,548e65303603,6662775,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-6662775/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE hdoctype>,1,1,6744ee4b77df,1354747,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1354747/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE !doctype>,1,1,6a70f45fe5d7,5204037,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-5204037/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE svg>,1,1,7d9593bb8098,7681845,comments-doctype-bogus,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7681845/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,"<!-- <comment> --> => <!DOCTYPE \"">",1,1,7dc023c341c7,5382595,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5382595/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE >,1,1,83de7b6f35f6,8404822,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-8404822/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE htmlhellodoctype>,1,1,88ad0d8f26f9,5778655,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-5778655/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE ype>,1,1,8fa0a9f01ce9,2683972,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-2683972/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE ml>,1,1,b09f6aea9457,1906670,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1906670/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE htmlpe>,1,1,b519ff7b1a11,71547,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-71547/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE ht!doctype>,1,1,b565f7e28bc3,4849988,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-02/seed-4849988/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE ict.dtd'html>,1,1,b8eaf78cfada,7713660,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7713660/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE h�ml>,1,1,b90140c80420,339426,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-00/seed-339426/primary/replay.json
tree-mismatch,comment token placement,wordpress-scalar-dom-attribute,full-document,"<!-- <comment> --> => p=""<value>""",1,1,ce397b7f3b48,1208095,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1208095/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE hype>,1,1,ea297a0b06db,4349570,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-4349570/primary/replay.json
tree-mismatch,comment token placement,different-scalar-lines,full-document,<!-- <comment> --> => <!DOCTYPE hl>,1,1,edcd805fc1c0,7590650,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-7590650/primary/replay.json
tree-mismatch,custom-element tree placement,other-line-shape,full-document,"<custom-element> => =\""<value>""""",12,12,088fda8a2fa9,1297400,attributes-entities,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-04/seed-1297400/primary/replay.json
tree-mismatch,custom-element tree placement,same-rendered-node-different-path-or-order,fragment-body,<custom-element> => <custom-element>,10,10,0d127254bf75,2935659,foreign-content,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-03/seed-2935659/primary/replay.json
tree-mismatch,custom-element tree placement,wordpress-scalar-dom-element,fragment-body,"""<value>"" => <custom-element>",1,2,efe719c8a9ed,1646862,corpus-mutated,/Users/jonsurrell/a8c/wordpress-develop/html-api-fuzz/artifacts/html-api-fuzz/launch-20260615T204818398173Z/lane-01/seed-1646862/primary/replay.json
